id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10
24927685-24927685_analysis_2	1	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_3	2	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_4	0	0	1	0	0	0	0	0	0	0
24927685-24927685_analysis_5	0	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_6	1	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_7	1	0	0	0	0	0	0	0	0	0
24927685-24927685_analysis_8	0	0	1	0	0	0	0	0	0	0
24936688-24936688_analysis_0	0	0	1	0	0	0	0	0	0	0
24936688-24936688_analysis_1	1	0	0	0	0	0	0	0	0	0
24936688-24936688_analysis_2	4	0	0	0	0	0	0	0	0	0
25118071-25118071_analysis_0	7	0	0	0	0	0	0	0	0	0
25220190-25220190_analysis_0	2	0	0	0	0	0	0	0	0	0
25253279-25253279_analysis_0	3	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_0	0	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_1	1	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_10	1	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_11	0	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_2	3	0	1	0	0	0	0	0	0	0
25281889-25281889_analysis_4	2	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_5	1	0	0	0	0	0	0	0	0	0
25281889-25281889_analysis_7	0	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_0	2	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_1	1	0	0	0	0	0	0	0	0	0
25315788-25315788_analysis_2	0	0	1	0	0	0	0	0	0	0
25534111-25534111_analysis_0	6	0	2	0	0	0	0	0	0	0
25534111-25534111_analysis_1	7	0	2	0	0	0	0	0	0	0
25534111-25534111_analysis_2	6	0	0	0	0	0	0	0	0	0
25534111-25534111_analysis_3	3	0	1	0	0	0	0	0	0	0
25640962-25640962_analysis_0	5	0	1	0	0	0	0	0	0	0
25640962-25640962_analysis_1	4	0	2	0	0	0	0	0	0	0
25640962-25640962_analysis_2	8	0	0	0	0	0	0	0	0	0
25640962-25640962_analysis_3	0	0	2	0	0	0	0	0	0	0
25640962-25640962_analysis_4	5	0	2	0	0	0	0	0	0	0
25671708-25671708_analysis_0	0	0	1	0	0	0	0	0	0	0
25671708-25671708_analysis_1	1	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_0	10	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_2	2	0	0	0	0	0	0	0	0	0
25697049-25697049_analysis_5	3	0	0	0	0	0	0	0	0	0
25703807-25703807_analysis_0	0	0	2	0	0	0	0	0	0	0
25716010-25716010_analysis_0	1	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_1	1	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_10	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_2	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_3	3	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_4	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_5	8	0	0	1	0	0	0	0	0	0
25716010-25716010_analysis_6	2	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_7	0	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_8	1	0	0	0	0	0	0	0	0	0
25716010-25716010_analysis_9	2	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_0	2	1	0	0	0	0	0	0	0	0
25729358-25729358_analysis_1	1	1	2	0	0	0	0	0	0	0
25729358-25729358_analysis_2	2	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_3	4	0	0	0	0	0	0	0	0	0
25729358-25729358_analysis_4	1	0	1	0	0	0	0	0	0	0
25729358-25729358_analysis_5	0	0	1	0	0	0	0	0	0	0
25820129-25820129_analysis_0	0	1	0	0	0	0	0	0	0	0
25820129-25820129_analysis_1	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_10	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_11	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_12	0	0	1	0	0	0	0	0	0	0
25820129-25820129_analysis_2	0	0	1	0	0	0	0	0	0	0
25820129-25820129_analysis_3	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_4	0	0	1	0	0	0	0	0	0	0
25820129-25820129_analysis_5	0	0	1	0	0	0	0	0	0	0
25820129-25820129_analysis_6	5	0	1	0	0	0	0	0	0	0
25820129-25820129_analysis_7	3	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_8	0	0	0	0	0	0	0	0	0	0
25820129-25820129_analysis_9	0	0	1	0	0	0	0	0	0	0
25823855-25823855_analysis_0	16	0	0	0	0	0	0	0	0	0
25823855-25823855_analysis_1	11	0	0	0	0	0	0	0	0	0
25823855-25823855_analysis_2	1	0	0	0	0	0	0	0	0	0
25823855-25823855_analysis_3	9	0	0	0	0	0	0	0	0	0
25885446-25885446_analysis_0	0	0	1	0	0	0	0	0	0	0
25885446-25885446_analysis_1	1	0	1	0	0	0	0	0	0	0
25911123-25911123_analysis_0	5	0	0	0	0	0	0	0	0	0
25911123-25911123_analysis_1	0	0	3	0	0	0	0	0	0	0
25929599-25929599_analysis_0	4	0	1	0	0	0	0	0	0	0
25929599-25929599_analysis_1	0	0	0	0	0	1	0	0	0	0
25929599-25929599_analysis_2	1	0	0	0	0	0	0	0	0	0
25929599-25929599_analysis_3	2	0	1	0	0	0	0	0	0	0
25929599-25929599_analysis_4	0	0	0	0	0	0	0	0	0	0
25946306-25946306_analysis_0	6	0	0	0	0	0	0	0	0	0
25946306-25946306_analysis_1	9	0	1	0	0	0	0	0	0	0
25946306-25946306_analysis_2	2	0	0	0	0	0	0	0	0	0
25946306-25946306_analysis_3	0	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_0	10	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_1	5	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_2	2	0	0	0	0	0	0	0	0	0
25963262-25963262_analysis_4	5	0	2	0	0	0	0	0	0	0
25963262-25963262_analysis_5	5	0	1	0	0	0	0	0	0	0
25996424-25996424_analysis_0	1	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_1	1	0	1	0	0	0	0	0	0	0
25996424-25996424_analysis_2	0	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_3	3	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_4	2	0	0	0	0	0	0	0	0	0
25996424-25996424_analysis_5	2	0	0	0	0	0	0	0	0	0
26000902-26000902_analysis_0	2	0	0	0	0	0	0	0	0	0
26000902-26000902_analysis_1	2	0	1	0	0	0	0	0	0	0
26040978-26040978_analysis_0	6	0	0	0	0	0	0	0	0	0
26040978-26040978_analysis_1	2	0	0	0	0	0	0	0	0	0
26040978-26040978_analysis_2	1	0	0	0	0	0	0	0	0	0
26143208-26143208_analysis_0	5	0	2	0	0	0	0	0	0	0
26143208-26143208_analysis_1	6	0	0	0	1	0	0	0	0	0
26189076-26189076_analysis_1	0	1	1	0	0	0	0	0	0	0
26189076-26189076_analysis_10	1	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_11	2	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_5	0	0	0	0	0	0	0	0	0	0
26189076-26189076_analysis_6	2	0	0	0	0	0	0	0	0	0
26197051-26197051_analysis_0	8	0	3	0	0	0	0	0	0	0
26197051-26197051_analysis_1	17	0	3	0	0	0	0	0	0	0
26235682-26235682_analysis_0	3	0	1	0	0	0	0	0	0	0
26235682-26235682_analysis_1	4	1	1	0	0	0	0	0	0	0
26235682-26235682_analysis_2	3	1	1	0	0	0	0	0	0	0
26235682-26235682_analysis_3	0	0	0	0	0	0	0	0	0	0
26254589-26254589_analysis_0	6	0	4	0	0	0	0	0	0	0
26254589-26254589_analysis_1	10	5	1	0	0	0	0	0	0	0
26254589-26254589_analysis_2	9	2	2	0	0	0	0	0	0	0
26254589-26254589_analysis_3	11	2	3	0	0	0	0	0	0	0
26254589-26254589_analysis_4	7	1	1	0	1	0	0	0	0	0
26254589-26254589_analysis_5	6	1	4	0	0	0	0	0	0	0
26262561-26262561_analysis_0	4	0	1	0	0	0	0	0	0	0
26301900-26301900_analysis_0	3	0	0	0	0	0	0	0	0	0
26301900-26301900_analysis_1	5	0	2	0	0	0	0	0	0	0
26323252-26323252_analysis_0	3	0	1	0	0	0	0	0	0	0
26323252-26323252_analysis_1	3	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_2	1	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_3	1	0	0	0	0	0	0	0	0	0
26323252-26323252_analysis_4	0	0	0	0	0	0	0	0	0	0
26365506-26365506_analysis_0	5	0	3	0	0	0	0	0	0	0
26365506-26365506_analysis_1	4	0	0	0	0	0	0	0	0	0
26416161-26416161_analysis_0	1	0	0	0	0	0	0	0	0	0
26416161-26416161_analysis_1	1	0	0	0	0	0	0	0	0	0
26416161-26416161_analysis_2	0	1	0	0	0	0	0	0	0	0
26417673-26417673_analysis_0	3	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_1	5	0	0	0	0	0	0	0	0	0
26417673-26417673_analysis_2	1	1	1	0	0	0	0	0	0	0
26481048-26481048_analysis_0	10	2	5	1	0	0	0	0	0	0
26481048-26481048_analysis_1	10	3	3	1	0	0	0	0	0	0
26481048-26481048_analysis_2	0	0	0	0	0	0	0	0	0	0
26481048-26481048_analysis_3	1	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_0	3	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_1	4	0	0	0	0	0	0	0	0	0
26505303-26505303_analysis_2	5	0	2	0	0	0	0	0	0	0
26505303-26505303_analysis_3	1	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_0	5	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_1	1	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_2	4	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_3	0	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_4	3	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_5	1	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_6	3	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_7	1	0	0	0	0	0	0	0	0	0
26514295-26514295_analysis_8	2	0	0	0	0	0	1	0	0	0
26541443-26541443_analysis_0	2	0	0	0	0	0	0	0	0	0
26541443-26541443_analysis_1	5	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_0	5	2	1	0	0	0	0	0	0	0
26567160-26567160_analysis_1	4	2	1	0	0	0	0	0	0	0
26567160-26567160_analysis_2	4	1	1	0	0	0	0	0	0	0
26567160-26567160_analysis_3	0	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_4	1	0	0	0	0	0	0	0	0	0
26567160-26567160_analysis_5	1	0	2	0	0	0	0	0	0	0
26567160-26567160_analysis_6	0	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_1	1	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_2	3	2	0	0	0	0	0	0	0	0
26644594-26644594_analysis_4	0	0	0	0	0	0	0	0	0	0
26644594-26644594_analysis_5	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_0	16	1	3	0	0	0	0	0	0	0
26803059-26803059_analysis_1	1	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_2	14	0	2	0	0	0	0	0	0	0
26803059-26803059_analysis_3	2	0	2	0	0	0	0	0	0	0
26803059-26803059_analysis_4	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_5	2	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_6	0	0	1	0	0	0	0	0	0	0
26803059-26803059_analysis_7	1	0	1	0	0	0	0	0	0	0
26803059-26803059_analysis_8	0	0	0	0	0	0	0	0	0	0
26803059-26803059_analysis_9	1	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_0	2	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_1	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_10	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_2	1	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_3	0	0	1	0	0	0	0	0	0	0
26812250-26812250_analysis_4	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_5	2	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_6	0	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_7	2	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_8	1	0	0	0	0	0	0	0	0	0
26812250-26812250_analysis_9	2	0	0	0	0	0	0	0	0	0
26892859-26892859_analysis_0	11	0	3	0	0	0	0	0	0	0
26892859-26892859_analysis_1	1	0	2	0	0	0	0	0	0	0
26892859-26892859_analysis_2	2	0	2	0	0	0	0	0	0	0
26908320-26908320_analysis_0	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_1	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_2	7	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_3	1	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_4	0	0	0	0	0	0	0	0	0	0
26908320-26908320_analysis_5	3	0	0	0	0	0	0	0	0	0
26942651-26942651_analysis_0	3	1	1	0	0	0	0	0	0	0
26991156-26991156_analysis_0	2	0	1	0	0	0	0	0	0	0
26991156-26991156_analysis_1	2	0	0	0	0	0	0	0	0	0
26991156-26991156_analysis_2	3	0	0	0	0	0	0	0	0	0
26991156-26991156_analysis_3	2	0	0	0	0	0	0	0	0	0
26991156-26991156_analysis_4	0	0	0	0	0	0	0	0	0	0
26991156-26991156_analysis_5	1	0	1	0	0	0	0	0	0	0
27039141-27039141_analysis_0	2	0	2	0	0	0	0	0	0	0
27039141-27039141_analysis_1	3	0	0	0	0	0	0	0	0	0
27039141-27039141_analysis_2	1	1	2	0	0	0	0	0	0	0
27039141-27039141_analysis_3	2	0	1	0	0	0	0	0	0	0
27090501-27090501_analysis_0	4	1	0	0	0	0	0	0	0	0
27095057-27095057_analysis_0	1	1	3	0	0	0	0	0	0	0
27095057-27095057_analysis_1	1	0	0	0	0	0	0	0	0	0
27095057-27095057_analysis_2	1	1	3	0	0	0	0	0	0	0
27095057-27095057_analysis_3	2	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_0	1	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_1	1	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_10	1	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_2	3	1	0	0	0	0	0	0	0	0
27096431-27096431_analysis_3	2	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_7	1	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_8	0	0	0	0	0	0	0	0	0	0
27096431-27096431_analysis_9	0	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_0	4	0	0	0	0	0	0	0	0	0
27236373-27236373_analysis_1	4	1	1	0	0	0	0	0	0	0
27236373-27236373_analysis_2	2	1	0	0	0	0	0	0	0	0
27236373-27236373_analysis_3	3	1	1	0	0	0	0	0	0	0
27236373-27236373_analysis_4	3	1	1	0	0	0	0	0	0	0
27236373-27236373_analysis_6	0	1	0	0	0	0	0	0	0	0
27313976-27313976_analysis_0	8	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_0	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_1	4	0	1	0	0	0	0	0	0	0
27375449-27375449_analysis_2	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_3	0	0	1	0	0	0	0	0	0	0
27375449-27375449_analysis_4	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_5	0	0	0	0	0	0	0	0	0	0
27375449-27375449_analysis_6	1	0	0	0	0	0	0	0	0	0
27424063-27424063_analysis_0	4	2	0	0	0	0	0	0	0	0
27424063-27424063_analysis_1	5	0	1	0	0	0	0	0	0	0
27424063-27424063_analysis_2	1	0	0	0	0	0	0	0	0	0
27431759-27431759_analysis_0	2	0	2	0	0	0	0	0	0	0
27431759-27431759_analysis_2	1	0	1	0	0	0	0	0	0	0
27431759-27431759_analysis_3	0	0	0	0	0	0	0	0	0	0
27431759-27431759_analysis_4	0	1	1	0	0	0	0	0	0	0
27431759-27431759_analysis_5	4	0	1	0	0	0	0	0	0	0
27458349-27458349_analysis_0	0	0	0	0	0	0	0	0	0	0
27458349-27458349_analysis_1	0	0	0	0	0	0	0	0	0	0
27458349-27458349_analysis_2	1	0	1	0	0	0	0	0	0	0
27458349-27458349_analysis_3	3	0	0	0	0	0	0	0	0	0
27477020-27477020_analysis_0	0	1	1	0	0	0	0	0	0	0
27477020-27477020_analysis_1	0	0	1	0	0	0	0	0	0	0
27494142-27494142_analysis_0	1	0	2	0	0	0	0	0	0	0
27494142-27494142_analysis_1	0	0	0	0	0	0	0	0	0	0
27494142-27494142_analysis_2	0	0	1	0	0	0	0	0	0	0
27494142-27494142_analysis_4	0	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_0	12	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_1	10	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_10	4	0	2	0	0	0	0	0	0	0
27531389-27531389_analysis_11	3	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_12	1	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_13	3	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_2	12	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_3	4	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_4	1	1	1	0	0	0	0	0	0	0
27531389-27531389_analysis_5	1	2	2	0	0	0	0	0	0	0
27531389-27531389_analysis_6	6	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_7	2	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_8	7	0	0	0	0	0	0	0	0	0
27531389-27531389_analysis_9	4	0	0	0	0	0	0	0	0	0
27568587-27568587_analysis_0	2	0	0	0	0	0	0	0	0	0
27613508-27613508_analysis_0	4	0	1	0	0	0	0	0	0	0
27613508-27613508_analysis_1	2	0	0	0	1	0	0	0	0	0
27622781-27622781_analysis_1	1	0	2	0	0	0	0	0	0	0
27622781-27622781_analysis_2	1	0	2	0	0	0	0	0	0	0
27622781-27622781_analysis_4	5	0	0	0	0	0	0	0	0	0
27622781-27622781_analysis_5	1	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_0	3	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_3	4	1	0	0	0	0	0	0	0	0
27796303-27796303_analysis_5	2	0	3	0	0	0	0	0	0	0
27796303-27796303_analysis_7	0	0	0	0	0	0	0	0	0	0
27796303-27796303_analysis_8	0	0	0	0	0	0	0	0	0	0
27889465-27889465_analysis_0	2	0	0	0	0	0	0	0	0	0
27889465-27889465_analysis_1	0	0	0	0	0	0	0	0	0	0
27978778-27978778_analysis_0	5	0	2	0	0	0	0	0	0	0
27978778-27978778_analysis_1	2	0	0	0	0	0	0	0	0	0
27978778-27978778_analysis_2	2	0	0	0	0	0	0	0	0	0
27978778-27978778_analysis_3	2	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_1	0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_2	0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_3	0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_4	0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_5	0	0	0	0	0	0	0	0	0	0
27989775-27989775_analysis_6	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_0	0	0	1	0	0	0	0	0	0	0
28093278-28093278_analysis_1	0	1	1	0	0	0	0	0	0	0
28093278-28093278_analysis_10	1	0	1	0	0	0	0	0	0	0
28093278-28093278_analysis_11	0	0	1	0	0	0	0	0	0	0
28093278-28093278_analysis_2	2	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_3	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_4	4	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_5	1	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_6	0	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_7	1	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_8	2	0	0	0	0	0	0	0	0	0
28093278-28093278_analysis_9	0	1	0	0	0	0	0	0	0	0
28108394-28108394_analysis_0	24	4	6	0	0	0	0	0	0	0
28199713-28199713_analysis_0	1	0	1	0	0	0	0	0	0	0
28199713-28199713_analysis_2	1	0	0	0	0	0	0	0	0	0
28199713-28199713_analysis_3	3	0	0	0	0	0	0	0	0	0
28199713-28199713_analysis_5	0	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_0	6	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_1	6	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_10	1	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_11	1	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_2	5	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_3	1	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_6	0	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_7	1	0	0	0	0	0	0	0	0	0
28254454-28254454_analysis_8	2	1	0	0	0	0	0	0	0	0
28254454-28254454_analysis_9	0	0	0	0	0	0	0	0	0	0
28291690-28291690_analysis_0	2	0	0	0	0	0	0	0	0	0
28291690-28291690_analysis_1	2	0	1	0	0	0	0	0	0	0
28291690-28291690_analysis_2	1	0	1	0	0	0	0	0	0	0
28291690-28291690_analysis_3	2	0	0	0	0	0	0	0	0	0
28291690-28291690_analysis_4	0	0	1	0	0	0	0	0	0	0
28291690-28291690_analysis_5	3	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_0	0	0	1	0	0	0	0	0	0	0
28477977-28477977_analysis_1	4	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_2	4	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_3	4	0	4	0	0	0	0	0	0	0
28477977-28477977_analysis_4	3	0	0	0	0	0	0	0	0	0
28477977-28477977_analysis_6	12	0	2	0	0	0	0	0	0	0
28477977-28477977_analysis_7	9	0	1	0	0	0	0	0	0	0
28504911-28504911_analysis_0	3	1	1	0	0	0	0	0	0	0
28504911-28504911_analysis_1	5	1	1	0	0	0	0	0	0	0
28504911-28504911_analysis_2	0	1	0	0	0	0	0	0	0	0
28504911-28504911_analysis_3	2	0	1	0	0	0	0	0	0	0
28504911-28504911_analysis_4	3	0	1	0	0	0	0	0	0	0
28551067-28551067_analysis_1	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_3	1	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_4	0	0	0	0	0	0	0	0	0	0
28551067-28551067_analysis_5	0	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_0	3	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_1	1	1	0	0	0	0	0	0	0	0
28575506-28575506_analysis_2	1	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_3	1	0	0	0	0	0	0	0	0	0
28575506-28575506_analysis_4	0	0	1	0	0	0	0	0	0	0
28583386-28583386_analysis_0	5	0	6	0	0	0	0	0	0	0
28583386-28583386_analysis_1	3	0	4	0	0	0	0	0	0	0
28583386-28583386_analysis_2	0	0	0	0	0	0	0	0	0	0
28592863-28592863_analysis_0	1	0	0	0	0	0	0	0	0	0
28592863-28592863_analysis_1	1	0	0	0	0	0	0	0	0	0
28592863-28592863_analysis_2	1	0	0	0	0	0	0	0	0	0
28592863-28592863_analysis_3	1	0	0	0	0	0	0	0	0	0
28619530-28619530_analysis_0	0	0	2	0	0	0	0	0	0	0
28619530-28619530_analysis_1	0	0	1	0	0	0	0	0	0	0
28619530-28619530_analysis_2	2	1	1	0	0	0	0	0	0	0
28619530-28619530_analysis_3	3	1	2	0	0	0	0	0	0	0
28619530-28619530_analysis_4	0	0	0	0	0	0	0	0	0	0
28619530-28619530_analysis_5	1	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_0	0	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_10	2	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_2	5	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_3	2	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_5	2	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_6	2	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_7	2	0	1	0	0	0	0	0	0	0
28669909-28669909_analysis_8	2	0	0	0	0	0	0	0	0	0
28669909-28669909_analysis_9	4	0	0	0	0	0	0	0	0	0
28855682-28855682_analysis_0	0	0	0	0	0	0	0	0	0	0
28855682-28855682_analysis_1	1	0	0	0	0	0	0	0	0	0
28855682-28855682_analysis_2	0	0	0	0	0	0	0	0	0	0
28905269-28905269_analysis_0	3	0	0	0	0	0	0	0	0	0
28905269-28905269_analysis_1	4	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_1	2	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_3	4	0	1	0	0	1	0	0	0	0
28939856-28939856_analysis_4	1	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_5	8	0	2	0	0	0	0	0	0	0
28939856-28939856_analysis_6	3	0	1	0	0	0	0	0	0	0
28939856-28939856_analysis_7	1	0	0	0	0	0	0	0	0	0
28939856-28939856_analysis_8	1	0	0	0	0	0	0	0	0	0
28947790-28947790_analysis_0	15	0	2	0	0	0	0	0	0	1
28947790-28947790_analysis_1	5	0	2	0	0	0	0	0	0	0
28947790-28947790_analysis_2	8	0	1	0	0	0	0	0	0	0
28947790-28947790_analysis_3	1	0	0	0	0	0	0	0	0	0
28947790-28947790_analysis_4	10	0	0	0	0	0	0	0	0	0
28947790-28947790_analysis_5	0	0	0	0	0	0	0	0	0	0
28976039-28976039_analysis_0	0	0	2	0	0	0	0	0	0	0
28976039-28976039_analysis_1	0	0	0	0	0	0	0	0	0	0
29039129-29039129_analysis_0	2	0	0	0	0	0	0	0	0	0
29058352-29058352_analysis_0	0	0	1	0	0	0	0	0	0	0
29058352-29058352_analysis_1	3	1	1	0	0	0	0	0	0	0
29058352-29058352_analysis_2	4	0	0	0	0	0	0	0	0	0
29079809-29079809_analysis_0	4	0	2	0	0	0	0	0	0	0
29079809-29079809_analysis_1	6	0	1	0	0	0	0	0	0	0
29079809-29079809_analysis_2	5	0	1	0	0	0	0	0	0	0
29097704-29097704_analysis_1	1	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_11	2	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_12	0	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_2	3	0	2	0	0	0	0	0	0	0
29097704-29097704_analysis_3	2	0	1	0	0	0	0	0	0	0
29097704-29097704_analysis_4	2	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_8	2	0	0	0	0	0	0	0	0	0
29097704-29097704_analysis_9	0	0	1	0	0	0	0	0	0	0
29105572-29105572_analysis_0	1	0	0	0	0	0	0	0	0	0
29221830-29221830_analysis_0	5	2	3	0	0	0	0	0	0	0
29221830-29221830_analysis_1	2	0	0	0	0	0	0	0	0	0
29221830-29221830_analysis_2	1	0	2	0	0	0	0	0	0	0
29221830-29221830_analysis_3	7	0	2	0	0	0	0	0	0	0
29221830-29221830_analysis_4	7	0	0	0	0	0	0	0	0	0
29221830-29221830_analysis_5	15	0	2	0	0	0	0	0	0	0
